Time,TimeLower,TimeUpper,TimeUnits,Value,ValueLower,ValueUpper,ValueUnits,ValueType,Wave,WaveLower,WaveUpper,WaveUnits
1536.036,,,s,4.96E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1541.854,,,s,5.71E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1547.58,,,s,5.13E-10,1.03E-10,1.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1553.667,,,s,6.22E-10,1.18E-10,1.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1560.178,,,s,4.32E-10,9.71E-11,9.71E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1565.985,,,s,4.95E-10,9.80E-11,9.80E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1572.307,,,s,4.76E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1577.986,,,s,4.62E-10,1.00E-10,1.00E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1583.415,,,s,3.76E-10,8.01E-11,8.01E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1590.15,,,s,5.83E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1596.179,,,s,5.84E-10,1.12E-10,1.12E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1603.055,,,s,4.05E-10,8.71E-11,8.71E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1609.062,,,s,6.20E-10,1.20E-10,1.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1614.38,,,s,5.18E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1620.611,,,s,5.50E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1627.014,,,s,5.64E-10,1.06E-10,1.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1633.542,,,s,4.33E-10,9.33E-11,9.33E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1639.457,,,s,6.87E-10,1.28E-10,1.28E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1645.044,,,s,5.55E-10,1.06E-10,1.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1651.713,,,s,4.89E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1657.337,,,s,5.73E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1664.255,,,s,3.58E-10,7.67E-11,7.67E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1670.918,,,s,4.17E-10,8.90E-11,8.90E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1676.797,,,s,6.11E-10,1.18E-10,1.18E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1682.707,,,s,5.62E-10,1.06E-10,1.06E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1689.126,,,s,5.19E-10,1.09E-10,1.09E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1694.979,,,s,5.85E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1700.492,,,s,4.65E-10,1.05E-10,1.05E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1705.788,,,s,4.59E-10,1.01E-10,1.01E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1711.919,,,s,5.23E-10,1.13E-10,1.13E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1716.637,,,s,4.65E-10,1.02E-10,1.02E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1722.033,,,s,3.70E-10,7.87E-11,7.87E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1727.995,,,s,4.84E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1733.62,,,s,5.06E-10,1.08E-10,1.08E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1738.645,,,s,3.90E-10,8.66E-11,8.66E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1744.605,,,s,6.12E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1749.971,,,s,5.12E-10,1.10E-10,1.10E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1755.421,,,s,4.49E-10,9.87E-11,9.87E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1760.786,,,s,4.71E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1766.109,,,s,5.57E-10,1.20E-10,1.20E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1771.929,,,s,7.46E-10,1.39E-10,1.39E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1777.385,,,s,4.83E-10,1.03E-10,1.03E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1784.236,,,s,5.81E-10,1.11E-10,1.11E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1791.117,,,s,4.40E-10,9.67E-11,9.67E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1797.289,,,s,4.87E-10,1.15E-10,1.15E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1803.37,,,s,4.70E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1808.652,,,s,3.52E-10,8.24E-11,8.24E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1838.229,,,s,1.72E-10,3.88E-11,3.88E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1883.487,,,s,4.97E-10,1.04E-10,1.04E-10,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1910.615,,,s,3.95E-10,8.85E-11,8.85E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1945.448,,,s,2.69E-10,6.05E-11,6.05E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2002.718,,,s,2.24E-10,5.04E-11,5.04E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2052.91,,,s,3.67E-10,8.26E-11,8.26E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2087.291,,,s,3.55E-10,7.58E-11,7.58E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2125.345,,,s,2.72E-10,6.10E-11,6.10E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2173.744,,,s,3.02E-10,6.77E-11,6.77E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2243.632,,,s,2.85E-10,4.59E-11,4.59E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
5572.129,,,s,1.36E-10,2.90E-11,2.90E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
5610.417,,,s,9.64E-11,2.11E-11,2.11E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
5641.227,,,s,1.31E-10,2.88E-11,2.88E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
5674.487,,,s,1.21E-10,2.71E-11,2.71E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
5711.28,,,s,9.34E-11,2.00E-11,2.00E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
5752.155,,,s,1.37E-10,2.30E-11,2.30E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6153.981,,,s,1.18E-10,2.64E-11,2.64E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6181.429,,,s,9.21E-11,2.02E-11,2.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6215.907,,,s,1.00E-10,2.25E-11,2.25E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6250.531,,,s,1.06E-10,2.12E-11,2.12E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6276.167,,,s,1.34E-10,2.81E-11,2.81E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6305.548,,,s,1.17E-10,2.61E-11,2.61E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6329.485,,,s,1.11E-10,2.44E-11,2.44E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6366.248,,,s,6.83E-11,1.50E-11,1.50E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6401.579,,,s,1.29E-10,2.88E-11,2.88E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6431.657,,,s,6.51E-11,1.47E-11,1.47E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6465.012,,,s,1.17E-10,2.62E-11,2.62E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6505.349,,,s,7.90E-11,1.73E-11,1.73E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6541.105,,,s,7.96E-11,1.78E-11,1.78E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6572.699,,,s,1.01E-10,2.25E-11,2.25E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6615.069,,,s,6.53E-11,1.40E-11,1.40E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6656.317,,,s,8.63E-11,1.93E-11,1.93E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
6691.422,,,s,1.27E-10,2.54E-11,2.54E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
7967.59,,,s,8.09E-11,1.81E-11,1.81E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
8000.979,,,s,9.27E-11,2.02E-11,2.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
8039.682,,,s,7.44E-11,1.41E-11,1.41E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
11911.735,,,s,5.67E-11,1.27E-11,1.27E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
11961.751,,,s,4.07E-11,9.13E-12,9.13E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
12023.491,,,s,4.66E-11,1.02E-11,1.02E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
12064.925,,,s,5.63E-11,1.23E-11,1.23E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
12110.313,,,s,5.13E-11,1.15E-11,1.15E-11,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
12178.354,,,s,4.61E-11,7.61E-12,7.61E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
13745.235,,,s,3.31E-11,7.44E-12,7.44E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
13803.874,,,s,2.89E-11,6.34E-12,6.34E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
18863.226,,,s,2.14E-11,4.81E-12,4.81E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
18966.15,,,s,2.26E-11,5.07E-12,5.07E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
19067.273,,,s,2.98E-11,6.54E-12,6.54E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
19125.998,,,s,3.99E-11,8.92E-12,8.92E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
19205.638,,,s,2.36E-11,5.17E-12,5.17E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
19302.633,,,s,2.76E-11,6.19E-12,6.19E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
19367.825,,,s,3.69E-11,8.29E-12,8.29E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
19445.922,,,s,2.78E-11,6.24E-12,6.24E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
19555.743,,,s,2.48E-11,4.34E-12,4.34E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
24816.767,,,s,1.92E-11,4.22E-12,4.22E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
24901.548,,,s,3.13E-11,6.86E-12,6.86E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
24973.924,,,s,2.18E-11,4.90E-12,4.90E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
25084.257,,,s,2.63E-11,5.90E-12,5.90E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
25166.367,,,s,2.49E-11,5.59E-12,5.59E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
25265.229,,,s,2.96E-11,6.49E-12,6.49E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
25347.679,,,s,2.12E-11,4.53E-12,4.53E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
29935.051,,,s,1.78E-11,4.00E-12,4.00E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30055.041,,,s,2.13E-11,4.80E-12,4.80E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30165.734,,,s,1.83E-11,4.10E-12,4.10E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30297.43,,,s,2.03E-11,4.37E-12,4.37E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30450.812,,,s,1.49E-11,3.37E-12,3.37E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30584.696,,,s,1.62E-11,3.65E-12,3.65E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30733.652,,,s,1.11E-11,2.50E-12,2.50E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
30870.277,,,s,9.48E-12,2.14E-12,2.14E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
31015.473,,,s,2.43E-11,5.45E-12,5.45E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
31140.854,,,s,1.90E-11,3.98E-12,3.98E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
35893.714,,,s,1.44E-11,3.16E-12,3.16E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
36164.368,,,s,9.91E-12,2.23E-12,2.23E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
36521.046,,,s,1.10E-11,2.10E-12,2.10E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
98715.625,,,s,6.68E-12,1.50E-12,1.50E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
98883.146,,,s,4.59E-12,1.19E-12,1.19E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
99125.525,,,s,4.20E-12,1.10E-12,1.10E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
99318.884,,,s,6.24E-12,1.41E-12,1.41E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
99520.342,,,s,6.26E-12,1.41E-12,1.41E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
99746.633,,,s,5.91E-12,1.27E-12,1.27E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
99960.451,,,s,3.56E-12,9.27E-13,9.27E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
100183.782,,,s,4.75E-12,1.24E-12,1.24E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
100468.416,,,s,5.08E-12,1.05E-12,1.05E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
104607.997,,,s,4.70E-12,1.23E-12,1.23E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
104776.655,,,s,4.49E-12,1.16E-12,1.16E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
105029.723,,,s,3.99E-12,1.05E-12,1.05E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
105311.022,,,s,2.89E-12,7.63E-13,7.63E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
105574.272,,,s,4.96E-12,1.12E-12,1.12E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
105890.594,,,s,3.91E-12,9.87E-13,9.87E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
106177.853,,,s,6.13E-12,1.00E-12,1.00E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
112027.338,,,s,4.52E-12,9.93E-13,9.93E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
118486.822,,,s,3.84E-12,1.01E-12,1.01E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
123429.667,,,s,2.88E-12,6.47E-13,6.47E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
127099.111,,,s,5.37E-12,1.23E-12,1.23E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
129017.215,,,s,4.06E-12,1.06E-12,1.06E-12,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
129256.392,,,s,4.70E-12,9.52E-13,9.52E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
198589.592,,,s,2.50E-12,5.37E-13,5.37E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
204368.366,,,s,2.27E-12,5.13E-13,5.13E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
212662.966,,,s,2.57E-12,4.16E-13,4.16E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
281808.181,,,s,2.58E-12,6.74E-13,6.74E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
287776.758,,,s,1.93E-12,3.41E-13,3.41E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
391425.317,,,s,8.09E-13,1.78E-13,1.78E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
400289.168,,,s,1.70E-12,4.20E-13,4.20E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
454221.291,,,s,7.34E-13,1.95E-13,1.95E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
599045.159,,,s,7.04E-13,1.73E-13,1.73E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
611998.588,,,s,7.24E-13,1.56E-13,1.56E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
710277.108,,,s,3.56E-13,7.44E-14,7.44E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
772109.624,,,s,3.78E-13,7.72E-14,7.72E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
852471.008,,,s,4.11E-13,8.20E-14,8.20E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
935555.637,,,s,3.24E-13,7.18E-14,7.18E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
997171.052,,,s,3.56E-13,9.07E-14,9.07E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1012276.836,,,s,3.08E-13,8.31E-14,8.31E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1030739.235,,,s,4.81E-13,1.30E-13,1.30E-13,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1113606.016,,,s,2.14E-13,5.82E-14,5.82E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1128252.303,,,s,3.57E-13,8.73E-14,8.73E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1188833.774,,,s,3.86E-13,9.46E-14,9.46E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1204906.076,,,s,2.39E-13,4.84E-14,4.84E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1288682.367,,,s,2.18E-13,4.18E-14,4.18E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1372146.158,,,s,1.25E-13,3.51E-14,3.51E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1460205.763,,,s,1.66E-13,4.44E-14,4.44E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1535670.003,,,s,1.04E-13,2.65E-14,2.65E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1629911.735,,,s,1.19E-13,3.31E-14,3.31E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1731606.47,,,s,1.73E-13,3.60E-14,3.60E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
1832945.53,,,s,1.15E-13,3.22E-14,3.22E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2289905.737,,,s,1.01E-13,2.86E-14,2.86E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2430968.336,,,s,1.22E-13,3.15E-14,3.15E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2569033.43,,,s,8.53E-14,2.39E-14,2.39E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2718507.851,,,s,5.19E-14,1.54E-14,1.54E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
2911337.083,,,s,8.48E-14,2.39E-14,2.39E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
3239587.046,,,s,6.52E-14,1.82E-14,1.82E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
4045817.31,,,s,3.35E-14,1.00E-14,1.00E-14,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
4670100.722,,,s,3.12E-14,9.14E-15,9.14E-15,erg cm-2 s-1,Integrated Flux,,7.25E+16,2.42E+18,Hz
38664,1838.229,212662.966,s,-8.30E-01,8.00E-02,8.00E-02,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz
1468289,287776.758,4670100.722,s,-9.70E-01,2.00E-01,1.90E-01,erg cm-2 s-1,Spectral Index,,7.25E+16,2.42E+18,Hz
